URL,Product Name,Price (in ₹),Prodcut ratings,Number of reviews
www.amazon.in/Dynotrek-Shoulder-Messenger-Carrying-Briefcase/dp/B0C662BTS7,"Dynotrek Eiser Laptop Sleeve Cover Shoulder Bag Messenger Bag Carrying Case Briefcase Hand Bag for Men Women,","1,545",4.5 out of 5 stars,4
www.amazon.in/Dynotrek-Professional-massanger-Briefcase-inch-Black/dp/B08FBMFRSJ,"Dynotrek Professional neo Laptop massanger Bag Sleeve Briefcase for 15"" 6 inch-Black",555,4.2 out of 5 stars,3
www.amazon.in/Dynotrek-Smart-Business-Laptop-Should/dp/B08FPRTGZC,Dynotrek Smart Shell Business Laptop Bag with Should Strap for 15.6 inch Laptop ? (Light Grey),"1,840",4.2 out of 5 stars,30
www.amazon.in/Dynotrek-Professional-Laptop-Sleeve-Light/dp/B08FDS7RW8,Dynotrek Legato 15.6 Inch Laptop Messenger Bag with Detachable Shoulder Strap for Men Women Dustproof Briefcase Hand Bag -Charcoal Black,"3,576",4.4 out of 5 stars,16
www.amazon.in/Dynotrek-Carret-Laptop-Sleeve-Messenger/dp/B08QJF4MGH,Dynotrek Carrot 14.6 Inch Laptop Sleeve Case Cover Pouch with Handle Detachable Strap Multifunctional Messenger Briefcase Hand Bag -Denim Wine,"2,280",4.5 out of 5 stars,34
www.amazon.in/Dynotrek-15-6-inch-Repellent-Backpack-Unisex-Denim/dp/B08QG594P7,Dynotrek Casual Blue 15.6 Inch Water Repellent Laptop Daypack Backpack for Men/Women Unisex-Denim Blue,"1,390",4.4 out of 5 stars,36
www.amazon.in/Dynotrek-Laptop-Sleeve-Handle-Waterproof/dp/B09W31S72Q,Dynotrek Helus Blue 15.6 Inch Laptop Sleeve Case Cover with Handle Waterproof Slab Canvas Fabric Inside Soft Fur,"1,390",4.2 out of 5 stars,221
www.amazon.in/Dynotrek-Kinetic-15-6-inch-Laptop-Backpack/dp/B083835D9H,Dynotrek Kinetic 25 ltrs 15.6-inch Laptop Backpack - Blue,"1,499",4.5 out of 5 stars,88
www.amazon.in/Dynotrek-Trooper-Backpack-Separate-Compartment/dp/B08BXX324C,Dynotrek Trooper Fitpack 35 litres Laptop Cum Gym/Travel Backpack with Separate Shoes Compartment - Grey,"1,999",4.4 out of 5 stars,299
www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),598,4.2 out of 5 stars,1
www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","1,299",4.4 out of 5 stars,"10,947"
www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",699,4.4 out of 5 stars,"2,038"
www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),529,4.4 out of 5 stars,"1,279"
www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",499,4.4 out of 5 stars,"2,770"
www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,"1,299",3.9 out of 5 stars,"1,223"
www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,599,3.8 out of 5 stars,"1,736"
www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,"1,999",4.3 out of 5 stars,"1,235"
www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",899,4.5 out of 5 stars,317
www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),"1,099",4.2 out of 5 stars,"1,780"
www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,199",3.8 out of 5 stars,433
www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",749,4.3 out of 5 stars,"1,920"
www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",649,4.6 out of 5 stars,"3,368"
